ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;Short description;;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
12010;;Tucano Urbano Thermodecke Scooty Z5801-034-03;290;159;;;;;;;;Z5801-034-03;Z5801-034-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12011;;Tucano Urbano Thermodecke Scooty Z5801-035-03;290;159;;;;;;;;Z5801-035-03;Z5801-035-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12012;;Tucano Urbano Thermodecke Scooty Z5801-036-03;290;159;;;;;;;;Z5801-036-03;Z5801-036-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12013;;Tucano Urbano Thermodecke Scooty Z5801-037-03;290;159;;;;;;;;Z5801-037-03;Z5801-037-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12014;;Tucano Urbano Thermodecke Scooty Z5801-038-03;290;159;;;;;;;;Z5801-038-03;Z5801-038-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12015;;Tucano Urbano Thermodecke Scooty Z5801-039-03;290;159;;;;;;;;Z5801-039-03;Z5801-039-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12016;;Tucano Urbano Thermodecke Scooty Z5801-040-03;290;159;;;;;;;;Z5801-040-03;Z5801-040-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12017;;Tucano Urbano Thermodecke Scooty Z5801-041-03;290;159;;;;;;;;Z5801-041-03;Z5801-041-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12018;;Tucano Urbano Thermodecke Scooty Z5801-042-03;290;159;;;;;;;;Z5801-042-03;Z5801-042-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12019;;Tucano Urbano Thermodecke Scooty Z5801-043-03;290;159;;;;;;;;Z5801-043-03;Z5801-043-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12020;;Tucano Urbano Thermodecke Scooty Z5801-044-03;290;159;;;;;;;;Z5801-044-03;Z5801-044-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 82 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12021;;Tucano Urbano Thermodecke Scooty Z5801-045-03;290;159;;;;;;;;Z5801-045-03;Z5801-045-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12022;;Tucano Urbano Thermodecke Scooty Z5801-046-03;290;159;;;;;;;;Z5801-046-03;Z5801-046-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12023;;Tucano Urbano Thermodecke Scooty Z5801-047-03;290;159;;;;;;;;Z5801-047-03;Z5801-047-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12024;;Tucano Urbano Thermodecke Scooty Z5801-048-03;290;159;;;;;;;;Z5801-048-03;Z5801-048-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12025;;Tucano Urbano Thermodecke Scooty Z5801-049-03;290;159;;;;;;;;Z5801-049-03;Z5801-049-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12026;;Tucano Urbano Thermodecke Scooty Z5801-049-03;290;159;;;;;;;;Z5801-049-03;Z5801-049-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12027;;Tucano Urbano Thermodecke Scooty Z5801-050-03;290;159;;;;;;;;Z5801-050-03;Z5801-050-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12028;;Tucano Urbano Thermodecke Scooty Z5801-050-03 +kit;290;159;;;;;;;;Z5801-050-03 +kit;Z5801-050-03 +kit;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12029;;Tucano Urbano Thermodecke Scooty Z5801-062-03;290;159;;;;;;;;Z5801-062-03;Z5801-062-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12030;;"Tucano Urbano Thermodecke Scooty Z5801-062-03
Z5801-R062EV";290;159;;;;;;;;"Z5801-062-03
Z5801-R062EV";"Z5801-062-03
Z5801-R062EV";8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12031;;Tucano Urbano Thermodecke Scooty Z5801-063-03;290;159;;;;;;;;Z5801-063-03;Z5801-063-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12032;;Tucano Urbano Thermodecke Scooty Z5801-064-03;290;159;;;;;;;;Z5801-064-03;Z5801-064-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12033;;Tucano Urbano Thermodecke Scooty Z5801-065-03;290;159;;;;;;;;Z5801-065-03;Z5801-065-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 82 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12034;;Tucano Urbano Thermodecke Scooty Z5801-066-03;290;159;;;;;;;;Z5801-066-03;Z5801-066-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12035;;Tucano Urbano Thermodecke Scooty Z5801-067-03;290;159;;;;;;;;Z5801-067-03;Z5801-067-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 82 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12036;;Tucano Urbano Thermodecke Scooty Z5801-068-03;290;159;;;;;;;;Z5801-068-03;Z5801-068-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 72 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
12037;;Tucano Urbano Thermodecke Scooty Z5801-069-03;290;159;;;;;;;;Z5801-069-03;Z5801-069-03;8;23;;;;;;;;1;;;;;<b>Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.</b> Einfache Montage durch Riemen- und Klett-Befestigung.<br><ul><li>Aussentaschen</li><li>Reflektierende Streifen</li><li>S.G.A.S. (patentiertes Anti-Flatter-System für höhere Geschwindigkeiten)</li></ul>;;Schlauch Länge 62 cm;;;;Wasserdicht beschichtetes Nylon mit isolierendem Kunstfaser-Futter.;;;;;;;;http://www.motochic.ch/shopimages/super/Z5801-Typ.jpg;;;;;;;;;;;;;;;;;;;;;;
