Id du produit;Actif;Titre;ID de la catégorie par défaut;Prix vente HT;ID taxe;Prix d'achat HT;En Solde;Montant de réduction;Pourcentage de réduction;Date de début de réduction (aaaa-mm-jj);Date de fin de réduction (aaaa-mm-jj);Référence du produit;Référence du fournisseur par défaut;Nom du fournisseur par défaut;Fabricant;EAN13;UPC;écotaxe;Largeur;Hauteur;Profondeur;Quantité;Quantité minimale;Visibilité;Frais de port supplémentaires;Unité;Prix à l'unité HT;Description courte;Description;Tous les mots-clés;Meta titre;Meta mots-clefs;Meta description;URL simplifiée;Message quand en stock;Message lorsque hors-stock mais commandable;Disponible à l'achat;Date de mise à jour;Date de création;Afficher le prix ;URLs de toutes les images;Caractéristiques;Condition;Produit à télécharger;En cas de rupture de stock;ID Boutique par défaut;Gestion des stocks avancée
83692;1;MGD Casque IXS HX 77 Start noir-blanc;447;65.6;1;60.56;1;;0.5;;;MGD X10037-031;X10037-031-XS;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;casque-ixs-hx-77-start-noir-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 14:40;1;http://www.motogoodeal.ch/87278/casque-ixs-hx-77-start-noir-blanc.jpg;"Type de casque:Jet:1;Couleur:noir-blanc:2;Genre:Unisex:3;Coque:Polycarbonate:4;Ecran anti-buée:Non:5;Cache-nez:Non:6;Double écran solaire:Oui:7;Intérieur démontable et lavable:Oui:8;Livré avec une housse:Oui:9;Ecran anti-rayures:Non:10;Jugulaire:Boucle micrométrique:11";Neuf;0;2;1;0
83693;1;MGD Casque IXS HX 77 Start blanc-noir-rouge;447;75.69;1;60.56;1;;0.5;;;MGD X10037-132;X10037-132-L;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;casque-ixs-hx-77-start-blanc-noir-rouge;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 14:40;1;http://www.motogoodeal.ch/87279/casque-ixs-hx-77-start-blanc-noir-rouge.jpg;"Type de casque:Jet:1;Couleur:blanc-noir-rouge:2;Genre:Unisex:3;Coque:Polycarbonate:4;Ecran anti-buée:Non:5;Cache-nez:Non:6;Double écran solaire:Oui:7;Intérieur démontable et lavable:Oui:8;Livré avec une housse:Oui:9;Ecran anti-rayures:Non:10;Jugulaire:Boucle micrométrique:11";Neuf;0;2;1;0
83694;1;MGD IXS X-Gant Samur noir;447;24.31;1;19.44;1;;0.5;;;MGD X40704-003;X40704-003-S;Motochic;IXS;;;;;;;2;1;both;0;;0;;;;;;;ixs-x-gant-samur-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 14:56;1;http://www.motogoodeal.ch/87280/ixs-x-gant-samur-noir.jpg;"Couleur:Noir:1;Genre:Homme:2;Etanchéité:Non:3;Matière:Textile:4;Saisonnalité:été:5;Ventilé:Oui:6";Neuf;0;2;1;0
83695;1;MGD IXS X-Gant Toulon noir;447;35.51;1;32.78;1;;0.5;;;MGD X40011-003;X40011-003-XS;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-gant-toulon-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:02;1;http://www.motogoodeal.ch/87281/ixs-x-gant-toulon-noir.jpg;"Couleur:Noir:1;Genre:Homme:2;Etanchéité:Non:3;Matière:Cuir:4;Saisonnalité:été:5;Ventilé:Non:6";Neuf;0;2;1;0
83696;1;MGD IXS X-Gant X-7 noir;447;249.17;1;166.11;1;;0.5;;;MGD X42703-003;X42703-003-S;Motochic;IXS;;;;;;;1;1;both;0;;0;;;;;;;ixs-x-gant-x-7-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:05;1;http://www.motogoodeal.ch/87282/ixs-x-gant-x-7-noir.jpg,http://www.motogoodeal.ch/87283/ixs-x-gant-x-7-noir.jpg;"Couleur:Noir:1;Genre:Homme:2;Etanchéité:Oui:3;Matière:Cuir/Textile:4;Saisonnalité:Hiver:5;Ventilé:Non:6";Neuf;0;2;1;0
83697;1;MGD IXS X-Gant Village II noir;447;25.28;1;21.67;1;;0.5;;;MGD X42032-003;X42032-003-2XL;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-gant-village-ii-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:09;1;http://www.motogoodeal.ch/87284/ixs-x-gant-village-ii-noir.jpg;"Couleur:Noir:1;Genre:Homme:2;Etanchéité:Oui:3;Matière:Cuir/Textile:4;Saisonnalité:Mi-saison:5;Ventilé:Non:6;Gore-Tex:Non:7";Neuf;0;2;1;0
83698;1;MGD IXS X-Veste Activo noir-vert-blanc;447;147.41;1;110.56;1;;0.5;;;MGD X56018-371;X56018-371-3XL;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-activo-noir-vert-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:15;1;http://www.motogoodeal.ch/87285/ixs-x-veste-activo-noir-vert-blanc.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:noir-vert-blanc:3;Genre:Homme:4;Etanchéité:Oui:5;Matière:Textile:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83699;1;MGD IXS X-Veste Activo noir-bleu-blanc;447;147.41;1;110.56;1;;0.5;;;MGD X56018-341;X56018-341-L;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-activo-noir-bleu-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:16;1;http://www.motogoodeal.ch/87286/ixs-x-veste-activo-noir-bleu-blanc.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:noir-bleu-blanc:3;Genre:Homme:4;Etanchéité:Oui:5;Matière:Textile:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83700;1;MGD IXS X-Veste Evans noir;447;138.19;1;110.56;1;;0.5;;;MGD X55028-003;X55028-003-M;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-evans-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:25;1;http://www.motogoodeal.ch/87287/ixs-x-veste-evans-noir.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:Noir:3;Genre:Homme:4;Etanchéité:Oui:5;Matière:Textile:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83701;1;MGD IXS X-Veste Norman noir-blanc;447;124.31;1;99.44;1;;0.5;;;MGD X56016-031;X56016-031-S;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-norman-noir-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:28;1;http://www.motogoodeal.ch/87288/ixs-x-veste-norman-noir-blanc.jpg,http://www.motogoodeal.ch/87289/ixs-x-veste-norman-noir-blanc.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:noir-blanc:3;Genre:Homme:4;Etanchéité:Oui:5;Matière:Textile:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83702;1;MGD IXS X-Veste Norman noir;447;124.31;1;99.44;1;;0.5;;;MGD X56016-003;;Motochic;IXS;;;;;;;1;1;both;0;;0;;;;;;;ixs-x-veste-norman-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:28;1;http://www.motogoodeal.ch/87290/ixs-x-veste-norman-noir.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:Noir:3;Genre:Homme:4;Etanchéité:Oui:5;Matière:Textile:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83703;1;MGD IXS X-Veste Shertan noir-blanc;447;249.31;1;199.44;1;;0.5;;;MGD X73015-031;X73015-031-56;Motochic;IXS;;;;;;;1;1;both;0;;0;;;;;;;ixs-x-veste-shertan-noir-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:34;1;http://www.motogoodeal.ch/87291/ixs-x-veste-shertan-noir-blanc.jpg,http://www.motogoodeal.ch/87292/ixs-x-veste-shertan-noir-blanc.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:noir-blanc:3;Genre:Homme:4;Etanchéité:Non:5;Matière:Cuir:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83704;1;MGD IXS X-Veste Shertan noir;447;249.31;1;199.44;1;;0.5;;;MGD X73015-003;X73015-003-48H;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-shertan-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:34;1;http://www.motogoodeal.ch/87293/ixs-x-veste-shertan-noir.jpg;"Doublure amovible:Oui:1;Dorsale:Non:2;Couleur:Noir:3;Genre:Homme:4;Etanchéité:Non:5;Matière:Cuir:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83705;1;MGD IXS X-Veste Sting noir-jaune-blanc;447;367.36;1;293.89;1;;0.5;;;MGD X73011-351;X73011-351-110;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-veste-sting-noir-jaune-blanc;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:37;1;http://www.motogoodeal.ch/87294/ixs-x-veste-sting-noir-jaune-blanc.jpg;"Doublure amovible:Non:1;Dorsale:Non:2;Couleur:noir-jaune-blanc:3;Genre:Homme:4;Etanchéité:Non:5;Matière:Cuir:6;Saisonnalité:Toutes saisons:7;Ventilé:Non:8;Gore-Tex:Non:9";Neuf;0;2;1;0
83706;1;MGD IXS X-Chaussures Lea II noir;447;117.78;1;88.33;1;;0.5;;;MGD X47713-003;X47713-003-37;Motochic;IXS;;;;;;;0;1;both;0;;0;;;;;;;ixs-x-chaussures-lea-ii-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:39;1;http://www.motogoodeal.ch/87295/ixs-x-chaussures-lea-ii-noir.jpg;"Couleur:Noir:1;Genre:Femme:2;Etanchéité:Oui:3;Matière:Cuir:4;Saisonnalité:Mi-saison:5;Tissu microfibre:Oui:6;Ventilé:Non:7";Neuf;0;2;1;0
83707;1;MGD IXS X-Pantalon Aurora noir;447;165.97;1;132.78;1;;0.5;;;MGD X65306-003;X65306-003-DS;Motochic;IXS;;;;;;;1;1;both;0;;0;;;;;;;ixs-x-pantalon-aurora-noir;En Stock;Plus disponible;1;11.08.2016 15:52;29.06.2016 15:42;1;http://www.motogoodeal.ch/87297/ixs-x-pantalon-aurora-noir.jpg,http://www.motogoodeal.ch/87296/ixs-x-pantalon-aurora-noir.jpg;"Couleur:Noir:1;Genre:Femme:2;Etanchéité:Oui:3;Matière:Textile:4;Saisonnalité:Toutes saisons:5;Ventilé:Non:6;Gore-Tex:Non:7";Neuf;0;2;1;0
